185994;6.49
186006;6.49
186019;6.48
186031;6.48
186044;6.48
186056;6.48
186068;6.49
186080;6.49
186092;6.48
186104;6.49
186116;5.20
186128;6.17
186140;6.17
186152;5.83
186164;5.83
186176;5.53
186188;6.49
186200;7.45
186213;5.85
186225;6.80
186237;6.48
186249;7.45
186262;6.80
186274;7.77
186287;8.43
186300;6.80
186312;8.77
186325;7.12
186338;7.77
186351;8.41
186364;9.11
186377;8.41
186390;9.11
186403;9.79
186416;9.11
186429;9.79
186442;10.13
186455;10.81
186468;10.13
186481;10.47
186494;10.81
186507;12.49
186520;11.49
186533;11.81
186546;13.52
186559;13.52
186572;13.85
186585;13.85
186598;13.85
186611;15.22
186624;15.22
186637;16.51
186650;16.52
186663;16.51
186676;16.52
186689;17.46
186702;17.48
186716;18.41
186729;18.43
186742;19.38
186755;20.33
186768;20.01
186781;20.96
186794;20.64
186807;22.52
186820;22.22
186833;22.81
186846;24.82
186860;24.55
186874;24.82
186888;25.11
186902;26.26
186916;26.55
186930;27.71
186944;28.87
186958;28.87
186972;29.63
186986;30.92
187000;31.70
187014;32.98
187028;33.00
187042;34.29
187056;35.05
187071;35.58
187085;37.64
187099;38.10
187113;38.56
187127;39.47
187141;40.39
187155;41.31
187170;41.99
187185;43.44
187200;44.05
187215;44.63
187230;45.63
187245;46.63
187260;48.03
187275;48.82
187290;49.01
187305;49.35
187320;49.86
187335;49.52
187350;49.50
187365;49.33
187380;49.33
187395;49.18
187410;49.18
187425;49.18