1223283;3.91
1223295;3.91
1223307;4.88
1223319;5.51
1223331;5.18
1223343;4.88
1223355;5.53
1223367;5.18
1223379;5.83
1223391;6.48
1223403;5.53
1223415;6.17
1223427;7.77
1223440;6.82
1223452;7.12
1223465;7.12
1223478;8.43
1223491;8.41
1223504;8.41
1223517;9.79
1223530;11.15
1223543;10.81
1223556;11.83
1223569;12.90
1223582;12.15
1223595;14.53
1223608;15.22
1223621;14.53
1223634;16.20
1223647;15.57
1223660;15.88
1223673;17.48
1223686;17.78
1223700;19.06
1223713;19.38
1223726;20.66
1223739;20.66
1223752;21.93
1223765;22.81
1223778;23.68
1223791;25.13
1223805;25.69
1223819;27.13
1223833;28.29
1223847;28.87
1223861;29.65
1223875;31.18
1223889;31.96
1223903;33.51
1223917;34.82
1223932;35.58
1223946;37.64
1223960;38.10
1223974;39.47
1223988;40.83
1224002;42.21
1224017;44.63
1224032;45.24
1224047;46.43
1224062;49.18
1224077;49.01
1224092;41.07
1224106;50.37
1224121;50.37
1224136;50.54