1390645;4.23
1390657;5.20
1390669;5.83
1390681;6.49
1390693;7.12
1390706;5.53
1390718;5.83
1390730;6.48
1390742;6.82
1390754;7.12
1390767;7.45
1390780;8.77
1390793;9.11
1390806;9.11
1390819;10.47
1390832;10.13
1390845;10.13
1390858;11.49
1390871;12.49
1390884;11.81
1390897;12.84
1390910;13.85
1390923;14.53
1390936;15.22
1390949;15.88
1390962;16.20
1390975;16.83
1390988;17.15
1391002;18.43
1391015;18.73
1391028;20.01
1391041;20.33
1391054;21.61
1391067;22.52
1391080;22.52
1391093;23.37
1391106;25.11
1391120;26.55
1391134;26.84
1391148;28.29
1391162;29.38
1391176;30.16
1391190;31.70
1391204;31.96
1391218;34.03
1391232;34.80
1391247;36.02
1391261;36.94
1391275;39.46
1391289;40.38
1391303;41.74
1391318;42.42
1391333;44.01
1391348;46.02
1391363;47.41
1391378;48.21
1391393;49.01
1391408;50.01
1391423;51.39
1391438;51.71
1391454;52.22
1391469;52.90
1391484;53.07