1730778;4.88
1730790;5.85
1730802;5.51
1730814;5.18
1730826;5.85
1730838;5.53
1730850;6.15
1730862;5.53
1730874;7.45
1730887;6.80
1730899;7.12
1730912;7.45
1730925;7.77
1730938;8.09
1730951;9.45
1730964;9.79
1730977;9.79
1730990;9.79
1731003;10.80
1731016;10.80
1731029;11.81
1731042;12.84
1731055;12.17
1731068;13.18
1731081;13.85
1731094;14.53
1731107;15.22
1731120;16.83
1731133;15.88
1731146;17.15
1731159;17.48
1731173;18.73
1731186;20.01
1731199;20.01
1731212;22.24
1731225;22.22
1731238;24.53
1731252;24.26
1731266;24.82
1731280;26.83
1731294;28.85
1731308;29.10
1731322;30.65
1731336;31.45
1731350;32.72
1731364;33.51
1731379;35.33
1731393;35.80
1731407;36.72
1731421;38.08
1731435;39.92
1731449;41.29
1731464;43.03
1731479;44.42
1731494;46.21
1731509;43.23
1731524;42.82
1731539;45.03
1731554;46.22
1731569;46.80
1731584;46.02
1731599;46.89
1731614;47.02
1731629;46.22
1731644;46.22
1731659;45.83
1731674;45.81
1731689;46.22