1796538;4.23
1796550;5.20
1796562;5.85
1796574;6.48
1796586;5.85
1796598;5.53
1796610;5.85
1796622;6.49
1796634;6.82
1796646;7.12
1796659;7.46
1796672;9.11
1796685;9.11
1796698;9.45
1796711;10.47
1796724;10.45
1796737;10.47
1796750;11.49
1796763;12.49
1796776;12.15
1796789;13.19
1796802;13.85
1796815;14.88
1796828;15.56
1796841;15.88
1796854;16.20
1796867;16.51
1796880;16.83
1796893;18.10
1796907;18.43
1796920;19.69
1796933;21.91
1796946;21.91
1796959;21.93
1796972;22.81
1796985;25.11
1796999;24.82
1797013;28.85
1797027;27.42
1797041;28.58
1797055;30.14
1797069;30.92
1797083;32.22
1797097;33.00
1797111;34.29
1797126;35.58
1797140;36.50
1797154;39.00
1797168;40.38
1797182;40.60
1797196;42.43
1797211;43.62
1797226;46.02
1797241;46.80
1797256;45.41
1797271;47.02
1797286;47.01
1797301;47.82