700570;5.18
700582;5.18
700594;3.91
700606;3.91
700618;4.88
700630;5.51
700642;5.20
700654;4.88
700666;5.53
700678;5.20
700690;5.53
700702;6.15
700714;5.53
700726;5.83
700738;7.45
700751;7.77
700764;7.77
700777;9.11
700790;9.11
700803;9.11
700816;9.11
700829;10.13
700842;11.14
700855;10.81
700868;11.83
700881;12.51
700894;13.18
700907;13.85
700920;15.88
700933;15.88
700946;16.20
700959;16.52
700972;16.83
700985;18.10
700999;19.38
701012;19.38
701025;20.33
701038;22.52
701051;23.10
701064;24.84
701078;25.13
701092;26.57
701106;26.84
701120;28.00
701134;29.63
701148;30.41
701162;31.70
701176;32.47
701190;34.29
701205;35.58
701219;36.48
701233;37.88
701247;40.15
701261;40.83
701276;42.43
701291;44.03
701306;45.22
701321;47.21
701336;48.03
701351;49.18
701366;49.35
701381;49.52
701396;49.50
701411;49.35
701426;49.35
701441;49.33
701456;48.01
701471;48.03
701486;47.43
701501;47.82