484474;7.12
484487;7.14
484500;6.80
484512;6.82
484524;7.77
484537;7.45
484550;8.11
484563;7.77
484576;7.12
484589;9.11
484602;8.09
484615;8.77
484628;9.11
484641;9.45
484654;9.79
484667;11.49
484680;10.13
484693;11.49
484706;12.84
484719;12.51
484732;12.15
484745;13.18
484758;14.19
484771;15.22
484784;15.88
484797;16.20
484810;16.51
484823;17.15
484836;17.46
484849;17.78
484863;19.06
484876;19.36
484889;20.66
484902;21.61
484915;22.52
484928;23.39
484941;24.82
484955;25.40
484969;27.42
484983;29.38
484997;28.85
485011;30.41
485025;31.69
485039;32.47
485053;33.76
485068;35.58
485082;36.02
485096;37.86
485110;40.15
485124;40.38
485138;43.03
485153;42.84
485168;44.23
485183;45.42
485198;45.22
485213;46.21
485228;47.04
485243;46.02
485258;47.62
485273;47.41
485288;47.21
485303;47.01
485318;47.60
485333;48.40
485348;48.21
485363;48.42
485378;48.21
485393;48.81
485408;49.01
485423;48.60
485438;49.16
485453;48.79
485468;49.67
485483;49.33
485498;49.33
485513;49.33