1175276;4.23
1175288;5.20
1175300;4.23
1175312;5.20
1175324;5.20
1175336;5.20
1175348;5.18
1175360;3.91
1175372;3.91
1175384;4.88
1175396;4.56
1175408;4.23
1175420;5.20
1175432;4.56
1175444;5.18
1175456;5.85
1175468;6.48
1175480;6.80
1175492;6.17
1175504;7.77
1175517;6.80
1175530;8.09
1175543;8.09
1175556;9.45
1175569;9.45
1175582;9.45
1175595;10.47
1175608;10.13
1175621;12.51
1175634;11.83
1175647;12.49
1175660;13.18
1175673;13.85
1175686;15.56
1175699;15.88
1175712;15.88
1175725;16.20
1175738;17.48
1175752;18.75
1175765;18.73
1175778;20.98
1175791;20.96
1175804;21.91
1175817;22.81
1175830;23.39
1175843;25.69
1175857;26.26
1175871;28.29
1175885;28.87
1175899;29.63
1175913;30.41
1175927;31.18
1175941;33.25
1175955;34.54
1175970;35.33
1175984;36.26
1175998;37.64
1176012;40.15
1176026;41.53
1176041;42.21
1176056;43.84
1176071;44.83
1176086;45.63
1176101;47.02
1176116;48.21
1176131;48.40
1176146;49.35
1176161;49.18
1176176;49.18
1176191;49.18
1176206;48.62
1176221;49.33
1176236;48.42
1176251;48.81
1176266;49.18