1843946;5.18
1843958;5.20
1843970;5.20
1843982;5.20
1843994;6.15
1844006;5.83
1844018;5.51
1844030;6.48
1844042;5.83
1844054;5.51
1844066;7.12
1844079;7.77
1844092;7.12
1844105;7.45
1844118;7.77
1844131;8.09
1844144;8.41
1844157;8.41
1844170;8.77
1844183;8.77
1844196;10.13
1844209;10.13
1844222;12.84
1844235;12.15
1844248;11.83
1844261;12.84
1844274;13.85
1844287;14.53
1844300;15.22
1844313;15.88
1844326;16.20
1844339;16.51
1844352;18.10
1844366;18.43
1844379;18.73
1844392;20.01
1844405;20.33
1844418;21.61
1844431;22.51
1844444;22.52
1844457;23.37
1844470;24.82
1844484;26.26
1844498;26.84
1844512;28.00
1844526;29.12
1844540;30.67
1844554;32.22
1844568;32.98
1844582;33.78
1844596;35.05
1844611;36.26
1844625;37.18
1844639;38.54
1844653;40.61
1844667;41.07
1844682;42.21
1844697;43.84
1844712;44.22
1844727;45.42
1844742;45.61
1844757;46.22
1844772;47.41
1844787;47.63
1844802;47.80
1844817;48.01