611846;4.23
611858;4.23
611870;5.20
611882;3.91
611894;3.91
611906;4.88
611918;4.56
611930;4.23
611942;5.20
611954;5.83
611966;5.18
611978;5.85
611990;5.51
612002;5.85
612014;6.48
612026;6.80
612038;7.12
612051;7.14
612064;7.45
612077;8.77
612090;8.77
612103;8.77
612116;10.13
612129;9.79
612142;10.81
612155;11.81
612168;12.84
612181;12.17
612194;13.18
612207;13.87
612220;15.88
612233;15.88
612246;16.51
612259;16.83
612272;16.83
612286;18.43
612299;18.43
612312;19.70
612325;21.91
612338;21.91
612351;23.66
612364;23.39
612377;23.97
612391;27.13
612405;26.55
612419;27.71
612433;29.38
612447;30.14
612461;30.92
612475;32.22
612489;33.51
612504;35.33
612518;35.82
612532;37.64
612546;39.00
612560;41.31
612575;41.99
612590;43.44
612605;44.83
612620;46.67
612635;47.41
612650;48.21
612665;49.35
612680;50.18
612695;50.88
612710;51.22
612725;51.39
612740;51.37
612755;51.37
612770;51.37
612785;51.39
612800;51.71
612815;51.20
612830;51.22